Age,cohort,data_source,10th percentile,20th percentile,30th percentile,40th percentile,5th percentile,50th percentile,60th percentile,70th percentile,80th percentile,90th percentile,95th percentile,98th percentile,Mean
21,1961-1965,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,1966-1970,SCF,-0.025,0,0.001,0.057,-0.219,0.121,0.182,0.308,0.746,1.616,2.239,5.687,0.568
21,1971-1975,SCF,-0.133,-0.037,0,0.02,-0.317,0.057,0.099,0.183,0.366,0.659,2.054,3.756,0.336
21,1976-1980,SCF,-0.162,-0.018,0,0.024,-0.346,0.068,0.14,0.214,0.351,0.651,1.561,3.721,0.431
21,1981+,SCF,-0.209,-0.065,0,0.011,-0.445,0.059,0.115,0.204,0.308,0.605,1.141,3.656,0.443
21,All,SCF,-0.132,-0.03,0,0.028,-0.332,0.077,0.134,0.227,0.443,0.883,1.749,4.205,0.445
21,low-1925,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1926-1930,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1931-1935,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1936-1940,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1941-1945,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1946-1950,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1951-1955,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1956-1960,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1961-1965,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1966-1970,SCF,-0.12,-0.013,0,0.017,-0.268,0.057,0.121,0.219,0.514,1.209,2.189,4.846,0.461
22,1971-1975,SCF,-0.223,-0.033,0,0.02,-0.397,0.075,0.117,0.219,0.471,0.72,1.639,3.853,0.356
22,1976-1980,SCF,-0.28,-0.047,0,0.012,-0.405,0.065,0.128,0.191,0.309,0.605,1.52,3.691,0.645
22,1981+,SCF,-0.27,-0.088,-0.01,0.009,-0.515,0.058,0.112,0.2,0.314,0.619,1.104,4.359,0.382
22,All,SCF,-0.223,-0.045,-0.002,0.015,-0.396,0.064,0.12,0.207,0.402,0.788,1.613,4.187,0.461
22,low-1925,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1926-1930,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1931-1935,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1936-1940,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1941-1945,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1946-1950,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1951-1955,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1956-1960,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1961-1965,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1966-1970,SCF,-0.144,-0.013,0,0.029,-0.404,0.061,0.126,0.243,0.514,1.114,2.112,3.721,0.443
23,1971-1975,SCF,-0.325,-0.081,-0.005,0.004,-0.425,0.057,0.128,0.21,0.381,0.72,1.639,4.016,0.361
23,1976-1980,SCF,-0.355,-0.079,0,0.015,-0.537,0.071,0.14,0.217,0.339,0.919,1.617,4.098,1.318
23,1981+,SCF,-0.362,-0.135,-0.017,0.007,-0.596,0.062,0.12,0.209,0.337,0.639,1.102,4.427,0.449
23,All,SCF,-0.297,-0.077,-0.006,0.014,-0.491,0.063,0.128,0.22,0.393,0.848,1.618,4.065,0.643
23,low-1925,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1926-1930,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1931-1935,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1936-1940,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1941-1945,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1946-1950,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1951-1955,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1956-1960,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1961-1965,SCF,-0.139,0,0.001,0.029,-0.404,0.082,0.136,0.219,0.517,0.965,1.616,3.532,0.803
24,1966-1970,SCF,-0.227,-0.051,0,0.031,-0.473,0.076,0.168,0.303,0.488,1.053,2.577,5.015,0.54
24,1971-1975,SCF,-0.366,-0.095,-0.007,0.003,-0.64,0.061,0.143,0.239,0.437,0.947,1.935,4.05,0.409
24,1976-1980,SCF,-0.355,-0.082,0,0.034,-0.592,0.088,0.154,0.268,0.476,1.015,2.168,7.56,1.119
24,1981+,SCF,-0.443,-0.178,-0.025,0.01,-0.719,0.063,0.12,0.197,0.32,0.616,0.99,1.767,0.473
24,All,SCF,-0.306,-0.081,-0.006,0.021,-0.566,0.074,0.144,0.245,0.448,0.919,1.857,4.385,0.669
24,low-1925,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1926-1930,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1931-1935,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1936-1940,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1941-1945,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1946-1950,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1951-1955,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1956-1960,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1961-1965,SCF,-0.196,-0.015,0,0.029,-0.46,0.078,0.136,0.229,0.443,0.953,2.236,6.759,1.118
25,1966-1970,SCF,-0.247,-0.058,0,0.033,-0.477,0.108,0.218,0.362,0.571,1.693,3.232,4.369,0.584
25,1971-1975,SCF,-0.379,-0.169,-0.009,0.005,-0.768,0.068,0.142,0.243,0.44,1.081,3.365,9.759,0.702
25,1976-1980,SCF,-0.424,-0.135,-0.004,0.018,-0.629,0.092,0.168,0.316,0.534,1.152,2.572,7.979,0.967
25,1981+,SCF,-0.48,-0.173,-0.015,0.022,-0.76,0.089,0.144,0.235,0.36,0.806,1.329,2.696,0.681
25,All,SCF,-0.345,-0.11,-0.006,0.021,-0.619,0.087,0.162,0.277,0.47,1.137,2.547,6.313,0.811
25,low-1925,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1926-1930,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1931-1935,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1936-1940,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1941-1945,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1946-1950,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1951-1955,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1956-1960,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1961-1965,SCF,-0.328,-0.005,0.001,0.045,-0.463,0.089,0.159,0.293,0.509,1.568,2.988,12.878,1.482
26,1966-1970,SCF,-0.186,-0.044,0,0.057,-0.421,0.162,0.283,0.449,0.824,2.106,3.737,6.039,0.738
26,1971-1975,SCF,-0.451,-0.135,0,0.031,-0.775,0.096,0.18,0.31,0.586,1.119,2.348,5.994,0.922
26,1976-1980,SCF,-0.488,-0.213,-0.023,0.022,-0.656,0.088,0.182,0.352,0.544,1.572,3.347,9.257,0.902
26,1981+,SCF,-0.501,-0.144,0,0.041,-0.898,0.099,0.174,0.281,0.453,1.011,1.813,4.056,0.801
26,All,SCF,-0.391,-0.108,-0.004,0.039,-0.643,0.107,0.196,0.337,0.583,1.475,2.847,7.645,0.969
26,low-1925,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1926-1930,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1931-1935,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1936-1940,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1941-1945,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1946-1950,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1951-1955,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1956-1960,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1961-1965,SCF,-0.179,-0.011,0.001,0.05,-0.443,0.118,0.24,0.421,0.783,2.072,4.232,12.799,1.233
27,1966-1970,SCF,-0.173,-0.043,0.013,0.101,-0.366,0.206,0.332,0.567,1.06,2.356,4.448,7.091,0.888
27,1971-1975,SCF,-0.446,-0.094,0,0.043,-0.784,0.108,0.216,0.358,0.632,1.245,2.665,5.012,0.966
27,1976-1980,SCF,-0.508,-0.152,0,0.05,-0.709,0.114,0.215,0.367,0.84,1.673,3.734,6.502,1.365
27,1981+,SCF,-0.493,-0.127,0,0.054,-0.96,0.128,0.214,0.336,0.597,1.131,2.226,4.056,0.682
27,All,SCF,-0.36,-0.086,0.003,0.06,-0.653,0.135,0.243,0.41,0.782,1.695,3.461,7.092,1.027
27,low-1925,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1926-1930,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1931-1935,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1936-1940,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1941-1945,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1946-1950,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1951-1955,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1956-1960,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1961-1965,SCF,-0.154,-0.003,0.01,0.069,-0.364,0.161,0.299,0.501,0.99,2.269,5.169,14.923,1.39
28,1966-1970,SCF,-0.249,-0.053,0.01,0.087,-0.636,0.173,0.295,0.538,0.944,2.01,3.821,6.864,0.917
28,1971-1975,SCF,-0.351,-0.061,0,0.069,-0.723,0.191,0.33,0.554,0.929,1.932,3.028,13.419,1.658
28,1976-1980,SCF,-0.473,-0.104,0.001,0.066,-0.75,0.135,0.231,0.402,0.903,1.708,3.734,7.733,1.464
28,1981+,SCF,-0.516,-0.147,0,0.053,-1.011,0.132,0.226,0.36,0.651,1.284,2.488,4.541,0.702
28,All,SCF,-0.349,-0.074,0.004,0.069,-0.697,0.158,0.276,0.471,0.884,1.84,3.648,9.496,1.226
28,low-1925,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1926-1930,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1931-1935,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1936-1940,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1941-1945,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1946-1950,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1951-1955,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1956-1960,SCF,-0.129,0,0.028,0.107,-0.286,0.289,0.467,0.746,1.568,4.301,11.726,31.332,2.271
29,1961-1965,SCF,-0.155,-0.022,0.012,0.092,-0.364,0.17,0.287,0.544,0.969,1.685,3.29,6.337,0.938
29,1966-1970,SCF,-0.249,-0.045,0.018,0.093,-0.595,0.2,0.318,0.583,1.014,2.151,4.145,9.183,0.976
29,1971-1975,SCF,-0.261,-0.035,0.022,0.088,-0.654,0.185,0.318,0.57,1.098,2.278,4.249,13.049,1.412
29,1976-1980,SCF,-0.384,-0.057,0,0.094,-0.75,0.173,0.272,0.428,0.904,1.928,4.789,7.733,1.954
29,1981+,SCF,-0.516,-0.177,-0.003,0.049,-1.004,0.133,0.224,0.363,0.669,1.289,2.491,4.541,0.694
29,All,SCF,-0.282,-0.056,0.013,0.087,-0.609,0.192,0.314,0.539,1.037,2.272,5.115,12.029,1.374
29,low-1925,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1921-1925,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1926-1930,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1931-1935,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1936-1940,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1941-1945,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1946-1950,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1951-1955,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1951-1955,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1951-1955,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1951-1955,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1951-1955,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1951-1955,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1951-1955,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
